run_id,model_key,strategy,group,group_col,n,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,f1_micro,invalid_rate
qwen-2b_zero-shot,qwen-2b,zero-shot,"(65.667, 305.0]",answer_words_bin,10,0.4,0.4444444444444444,0.4166666666666667,0.3,0.31,0.4,0.0
qwen-2b_zero-shot,qwen-2b,zero-shot,"(321.667, 1246.0]",combined_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-2b_zero-shot,qwen-2b,zero-shot,"(75.0, 321.667]",combined_words_bin,10,0.4,0.4444444444444444,0.4166666666666667,0.3,0.31,0.4,0.0
qwen-2b_zero-shot,qwen-2b,zero-shot,"(9.999, 75.0]",combined_words_bin,10,0.6,0.4000000000000001,0.6,0.45714285714285713,0.5142857142857142,0.6,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(10.0, 16.667]",question_words_bin,9,0.6666666666666666,0.4666666666666666,0.6,0.48677248677248675,0.6208112874779541,0.6666666666666666,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(16.667, 76.0]",question_words_bin,10,0.6,0.41269841269841273,0.6666666666666666,0.5090909090909091,0.450909090909091,0.6,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(2.999, 10.0]",question_words_bin,11,0.36363636363636365,0.2619047619047619,0.38888888888888884,0.3116883116883117,0.28807556080283353,0.36363636363636365,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(305.0, 1220.0]",answer_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(5.999, 65.667]",answer_words_bin,10,0.5,0.20833333333333334,0.3333333333333333,0.25641025641025644,0.38461538461538464,0.5,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(65.667, 305.0]",answer_words_bin,10,0.6,0.4761904761904762,0.5833333333333334,0.4857142857142857,0.5228571428571428,0.6,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(321.667, 1246.0]",combined_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(75.0, 321.667]",combined_words_bin,10,0.6,0.4761904761904762,0.5833333333333334,0.4857142857142857,0.5228571428571428,0.6,0.0
qwen-2b_few-shot,qwen-2b,few-shot,"(9.999, 75.0]",combined_words_bin,10,0.5,0.20833333333333334,0.3333333333333333,0.25641025641025644,0.38461538461538464,0.5,0.0
qwen-2b_cot,qwen-2b,cot,"(10.0, 16.667]",question_words_bin,9,0.5555555555555556,0.4444444444444444,0.5333333333333333,0.4166666666666667,0.5277777777777778,0.5555555555555556,0.0
qwen-2b_cot,qwen-2b,cot,"(16.667, 76.0]",question_words_bin,10,0.6,0.41269841269841273,0.6666666666666666,0.5090909090909091,0.450909090909091,0.6,0.0
qwen-2b_cot,qwen-2b,cot,"(2.999, 10.0]",question_words_bin,11,0.45454545454545453,0.34722222222222215,0.47222222222222215,0.38888888888888884,0.36363636363636365,0.45454545454545453,0.0
qwen-2b_cot,qwen-2b,cot,"(305.0, 1220.0]",answer_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-2b_cot,qwen-2b,cot,"(5.999, 65.667]",answer_words_bin,10,0.6,0.34920634920634924,0.5,0.41111111111111115,0.4966666666666667,0.6,0.0
qwen-2b_cot,qwen-2b,cot,"(65.667, 305.0]",answer_words_bin,10,0.5,0.4583333333333333,0.5,0.404040404040404,0.4303030303030303,0.5,0.0
qwen-2b_cot,qwen-2b,cot,"(321.667, 1246.0]",combined_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-2b_cot,qwen-2b,cot,"(75.0, 321.667]",combined_words_bin,10,0.5,0.4583333333333333,0.5,0.404040404040404,0.4303030303030303,0.5,0.0
qwen-2b_cot,qwen-2b,cot,"(9.999, 75.0]",combined_words_bin,10,0.6,0.34920634920634924,0.5,0.41111111111111115,0.4966666666666667,0.6,0.0
qwen-2b_self-check,qwen-2b,self-check,"(10.0, 16.667]",question_words_bin,9,0.5555555555555556,0.4444444444444444,0.5333333333333333,0.4166666666666667,0.5277777777777778,0.5555555555555556,0.0
qwen-2b_self-check,qwen-2b,self-check,"(16.667, 76.0]",question_words_bin,10,0.6,0.41269841269841273,0.6666666666666666,0.5090909090909091,0.450909090909091,0.6,0.0
qwen-2b_self-check,qwen-2b,self-check,"(2.999, 10.0]",question_words_bin,11,0.45454545454545453,0.34722222222222215,0.47222222222222215,0.38888888888888884,0.36363636363636365,0.45454545454545453,0.0
qwen-2b_self-check,qwen-2b,self-check,"(305.0, 1220.0]",answer_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-2b_self-check,qwen-2b,self-check,"(5.999, 65.667]",answer_words_bin,10,0.5,0.3055555555555555,0.43333333333333335,0.35353535353535354,0.43030303030303035,0.5,0.0
qwen-2b_self-check,qwen-2b,self-check,"(65.667, 305.0]",answer_words_bin,10,0.6,0.4761904761904762,0.5833333333333334,0.4857142857142857,0.5228571428571428,0.6,0.0
qwen-2b_self-check,qwen-2b,self-check,"(321.667, 1246.0]",combined_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-2b_self-check,qwen-2b,self-check,"(75.0, 321.667]",combined_words_bin,10,0.6,0.4761904761904762,0.5833333333333334,0.4857142857142857,0.5228571428571428,0.6,0.0
qwen-2b_self-check,qwen-2b,self-check,"(9.999, 75.0]",combined_words_bin,10,0.5,0.3055555555555555,0.43333333333333335,0.35353535353535354,0.43030303030303035,0.5,0.0
