Id,question,interview_answer,clarity_label,Predicted,question_words,answer_words,combined_words,correct
15,Are you still going to sign the Executive order on birthright citizenship?,You will answer—you'll ask me that question a little bit later.Go ahead.,Ambivalent,Clear Non-Reply,12,12,24,False
17,Why can't you say yes or no about the tapes and their destruction?,"It sounds pretty clear to me when I say I have—the first recollection is when Mike Hayden briefed me. That's pretty clear. Secondly, I am confident that the preliminary inquiry conducted by the AG and the IG of the CIA, coupled with the oversight provided by the Congress, will end up enabling us all to find out what exactly happened. And therefore, over the course of these inquiries and oversight hearings, I'm going to reserve judgment until I find out the full facts.I know I'm going to be asked about this question a lot as time goes on. I'm just going to prepare you—until these inquiries are complete, until the oversights are finished, then I will be rendering no opinion from the podium.",Ambivalent,Clear Non-Reply,13,123,136,False
19, Did President Putin correctly predict that President Obama would save him if he were drowning? And vice versa,"First of all, I absolutely would save Mr. Putin if he were drowning. I'd like to think that if anybody is out there drowning, I'm going to save them. I used to be a pretty good swimmer. I grew up in Hawaii. [] A little out of practice.Keep in mind that, when I came into office, the idea of reset was a recognition that there were a range of issues in which U.S. and Russian interests converged. It was in our national security interests to try to foster cooperation with the Russians so that, for example, we could have alternative supply lines to our troops in Afghanistan; so that we could obtain cooperation from Russia in applying sanctions to Iran and forcing them to the table to see if we could resolve that issue peacefully. And in fact, during the first term of my administration, the approach we took resulted in concrete benefits to the national security posture of the United States. We were able to reduce weapons of mass destruction. We were able to make sure that our troops were adequately supplied in Afghanistan at times, as you'll recall, when there were some tensions within Pakistan after we conducted the raid against bin Laden in Abbottabad. We were able to bring Iran to the table, and we now have what so far, at least, have been constructive discussions about resolving the nuclear problem there.So those were all things that were good for us, and I believe they were actually good for the Russians as well. Mr. Putin, in my second term, has had an increasing tendency to view the world through a cold war prism and to see Russia's interests as invariably in conflict with the West's. I disagree with him in my assessment of what's in Russia's interests, but he's the President of that country. There are still areas that we should be cooperating—on counterterrorism, for example. But his decisions recently—first, with respect to supporting the horrendous bloodshed carried out by the Asad regime in Syria, and then, most clearly, with respect to the situation in Ukraine—makes it much more difficult for us to cooperate. And I suspect that that's going to linger for some time to come.We'll continue to look for areas where, if it's in our national security interests, and they think it's in their interests, that we'll try to find areas where we can work together. But the violations of sovereignty and territorial integrity in Ukraine is a principle that the United States has to stand up to.Now, with respect to the impact of sanctions, Russia has a deep interest in what happens in Ukraine, and I think they're going about meeting those interests in entirely the wrong way. But what's clear is—you're right—Mr. Putin is going to make decisions based on what he thinks is best for Russia, and he views Ukraine as absolutely central, critical to his foreign policy and the long-term strategic interests of Russia.That doesn't mean that he doesn't take into account other long-term interests of Russia. Tens of billions of dollars of capital fleeing Russia poses a problem for Russia's long-term interests. Russia being isolated so that no business man or woman with any sense are going to want to invest there. That's a problem for Russia's long-term interests. And President Putin is not a stupid man and, I think, recently acknowledged that this has already had an impact. And certainly if the situation gets worse and sanctions are broadened to an entire sector, that will have a more severe impact on the Russian people and the Russian economy.And so there's going to come a point at which he's got to make a fundamental decision. Is he willing to see the Russian economy that was already weakened, that was already faltering, weaken further because he's unwilling to deal with Ukraine in a diplomatic fashion that respects their sovereignty, but still meets any legitimate interest that Russia may have? Or is he going to use military force and the kind of destabilizing activities that we've seen so far? That's a choice that he's going to have to make. But we shouldn't make the choice easy for him. He should recognize that the international community as a whole is not going to encourage the kinds of actions that he's taken so far.",Clear Reply,Clear Non-Reply,18,720,738,False
20,Will it end by the time you leave office?,"I hope so. I'm for a sustainable cease-fire. And a definition of a sustainable cease-fire is that Hamas stops firing rockets into Israel. And there will not be a sustainable cease-fire if they continue firing rockets. I happen to believe the choice is Hamas's to make. And we believe that the best way to ensure that there is a sustainable cease-fire is to work with Egypt to stop the smuggling of arms into the Gaza that enables Hamas to continue to fire rockets. And so countries that supply weapons to Hamas have got to stop. And the international community needs to continue to pressure them to stop providing weapons.Hamas, obviously, if they're interested in a sustainable cease-fire, needs to stop arming. And then, of course, countries contingent to the Gaza need to work to stop the smuggling. And it's a difficult task. I mean, there's tunnels and, you know, great opportunities for people who want to continue to try to disrupt democracy to provide the weapons to do so.The second part of your question, please, ma'am?",Ambivalent,Clear Non-Reply,9,176,185,False
21,Concern about doing it before then?,"I think our generals ought to be concerned about making sure there's enough of a presence so that the Provincial elections can be carried off in such a way that democracy advances. But that—I'll wait and hear what they have to say. But yes, I mean, that ought to be a factor in their recommendation to me. I apologize.Do you want to call on somebody? Yup.",Ambivalent,Clear Reply,6,66,72,False
22," Should the American people simply resign themselves to living in a state of perpetual war, even if that war is not the all-out war that we think of in the 20th century?","Okay. That was an interesting question so—first of all, with respect to the State Department, I am concerned. And the challenge that we've got is primarily driven by the changing nature of how information flows. Look, the advent of e-mail and texts and smartphones is just generating enormous amounts of data. Now, it is hugely convenient. It means that in real time I'm getting information that some of my predecessors might not have gotten for weeks.But what it also is doing is creating this massive influx of information on a daily basis, putting enormous pressure on the Department to sort through it, classify it properly, figure out what are the various points of entry because of the cyber-attack risks that these systems have, knowing that our adversaries are constantly trying to hack into these various systems. If you overclassify, then all the advantages of this new information suddenly go away because it's taking too long to process. And so we've been trying to think about this in a smart way. And I think Secretary Kerry has got a range of initiatives to try to get our arms around this. It reflects a larger problem in Government. We just recently, for example—I just recently signed a bill about FOIA requests, Freedom of Information Act requests, that built on a number of reforms that we've put in place. We're processing more Freedom of Information Act requests and doing so faster than ever before. The problem is the volume of requests has skyrocketed. The amount of information that answers the request has multiplied exponentially.So, across Government, you're seeing this problem. And it's a problem in terms of domestic affairs. It becomes an even bigger problem when you're talking about national security issues. So it is something that we're going to have to take care of.With respect to reflections on war, when I came into office, we had 180,000 troops in Iraq and Afghanistan. Today, we have a fraction of that. They are not involved in active combat situations, but are involved in train, advise, and assist situations, other than the direct attacks that we launch against ISIL in conjunction with the Iraq Government and the Syrian Government [partners on the ground in Syria; White House correction.].So, in some ways, Mark, I think you'd recognize that our military operations today in Iraq and Afghanistan are fundamentally different than the wars that we were engaged in when I came into office. But I think you are making an important point, which is when we are dealing with nonstate actors, and those nonstate actors are located in countries with limited capacity, our ultimate goal is to partner with those countries so that they can secure their borders and, themselves, eliminate these terrorist threats.But as we've seen in Afghanistan, for example, that takes some time. The Afghans are fighting. They are much more capable now than they were when I came into office. But they still need support, because it's really tough territory, and it's a really poor country with really low literacy rates and not much experience in things that we take for granted like logistics.And so we have an option of going in, taking out Al aida, pulling out, potentially then seeing a country crumble under the strains of continued terrorist activity or insurgency, and then going back in. Or we can try to maintain a limited partnership that allows them to continue to build their capacity over time and selectively take our own actions against those organizations that we know are trying to attack us or our allies.Because they're nonstate actors, it's very hard for us ever to get the satisfaction of McArthur and the Emperor meeting and a war officially being over. AI was defeated in the sense that we were able to execute a transition to a democratically elected Iraqi Government. But for all of our efforts and the incredible courage and bravery and sacrifice of our troops, the political structure there was still uneven. You had continued Sunni resentments, continued de-Baathification, and as a consequence, those vestiges of AI were able to reconstitute themselves, move into Syria as Syria began to engage in civil war, rebuild, and then come back in.Some have argued that this is the reason why we should have never pulled out of Iraq, or at least, we should have left some larger presence there. Of course, the problem was that we didn't have an Iraqi Government that wanted them, unlike Afghanistan, where we've been invited. And it's very difficult for us to—for me, as Commander in Chief, to want to put our troops in a precarious situation where they're not protected. So I think what we've been trying to do, what I've been trying to do, is to create an architecture, a structure—and it's not there yet—that emphasizes partnerships with countries, emphasizes building up fragile states, resolving internal conflicts wherever we can, trying to do as much as we can through our local partners, preserving the possibility, the necessity to take strikes ourselves against organizations or individuals that we know are trying to kill Americans or Belgians or French or Germans, combine that with much more effective intelligence gathering. But it becomes more of a hybrid approach to national security. And that I do think is probably going to be something that we have to continue to grapple with for years to come.The good news is that there are fewer wars between states than ever before and almost no wars between great powers. And that's a great legacy of leaders in the United States and Europe and Asia, after the cold war—or after the end of World War II that built this international architecture. That's worked. And we should be proud of that and preserve it.But this different kind of low-grade threat, one that's not an existential threat, but can do real damage and real harm to our societies and creates the kind of fear that can cause division and political reactions—we have to do that better. We have to continually refine it.So, for example, the reason that I put out our announcement about the civilian casualties resulting from drone attacks—understanding that there are those who dispute the numbers—what I'm trying to do there is to institutionalize a system where we begin to hold ourselves accountable for this different kind of national security threat and these different kinds of operations.And it's imperfect, still. But I think we can get there. And what I can say honestly is, whether we're talking about how the NSA operates or how drone strikes operate or how we're partnering with other countries or my efforts to close Guantanamo, that by the end of my Presidency—or banning torture—by the end of my Presidency, I feel confident that these efforts will be on a firmer legal footing, more consistent with international law and norms, more reflective of our values and our ethics. But we're going to have more work to do. It's not perfect, and we have to wrestle with these issues all the time.And as Commander in Chief of the most powerful military in the world, I spend a lot of time brooding over these issues. And I'm not satisfied that we've got it perfect yet. I can say honestly, it's better than it was when I came into office.Thank you very much, everybody. Thank you, Poland.",Ambivalent,Clear Non-Reply,32,1224,1256,False
23, Do you want your French Presidency to continue pushing Europe forward?,"Well, it's going to make things more difficult, but when you're a head of state and when the bubble— you take over the Presidency of the Union, if you like easy jobs, then you should step down straightaway.Now, the Irish no is a political reality. It's a fact; it's happened. But the issue is not whether we like or not. It's a fact; we have to live with it. The Irish people said what they had to say, and we have to accept that. Now, having said that, we, with Angela Merkel, believe that we have to continue with the ratification process, because at this stage, 18 European states have ratified the treaty. We have to continue doing so, and that is Gordon Brown's intention, as he explained to me yesterday over the telephone, so that this Irish hiccup not become a major crisis.So, despite that, let's continue to ratify. But at the same time, we have to put our heads together, all of us. It is no coincidence, it is no surprise to a certain extent— in fact, I spoke yesterday with the Irish , the Irish Prime Minister. A lot of Europeans do not understand how we are shaping Europe right now and building Europe, and we have to take account of that. And we have to do so very fast. We have to change our way of building Europe.The idea of a European construct, it was one of the most wonderful ideas that the founding fathers had some half a century ago. We are not allow—we shouldn't sabotage it. But perhaps we should do it differently. Europe was set up to protect, and yet it worries so many Europeans. We can't not take account of this. We have to do so, and we have to do so now. So I have every intention of taking initiatives. I'm thinking, for instance, of a European immigration policy. I'm thinking of a European response to this endless increase in oil prices. It seems to me that we have a duty to be more effective and look at what the daily lives of our citizens—fellow citizens— look like. And I take the Irish no as a call for us to do things differently and do things better.Now, of course, it's not going to simplify the work and the task of the French President—Presidency of the European Union, but—— Olivier [Olivier Knox, Agence France-Presse]. Tossing a bone to somebody who's got a French name. [] Might want to use the mike, Olivier.",Ambivalent,Clear Reply,11,420,431,False
24,Are there certain aspects that they've put forward that you don't support?,"Yes, there are actually, and we'll be talking about it. There are, you know, also things that I very much support, but we'll be negotiating. It's sort of semi-irrelevant because the Democrats come with their needs and asks, and the Republicans go with theirs. So we'll be discussing it with Mitch and all of the other people involved. Kevin has been very active, as you know—all of the people involved. Steve Mnuchin has done a great job, keeps everybody together, both Democrat and Republican.And we'll see. We want to do what's best for the people. I want to do what's best for the people. I want to do what's best for the economy, because that means jobs and lots of good things. All right?",Clear Reply,Clear Non-Reply,12,124,136,False
25,Is it true that you are stopping the military exercises with South Korea?,"Yes, we've done exercises for a long period of time, working with South Korea. And we call them war games, and I call them war games. And they're tremendously expensive. The amount of money that we spend on that is incredible. And South Korea contributes, but not a hundred percent, which is certainly a subject that we have to talk to them about also. And that has to do with the military expense and also the trade.So we're doing that. We actually have a new deal with South Korea, in terms of the trade deal, but we have to talk to them. We have to talk to many countries about treating us fairly.But the war games are very expensive. We pay for a big majority of them. We fly in bombers from Guam. I said it—when I first started, I said, Where do the bombers come from? Guam. Nearby. I said: Oh, great, nearby. Where's nearby? Six and a half hours. Six and a half hours, that's a long time for these big massive planes to be flying to South Korea to practice and then drop bombs all over the place and then go back to Guam. I know a lot about airplanes; it's very expensive. And I didn't like it.",Ambivalent,Clear Reply,13,211,224,False
26,Opinion on whether it is a good idea or a mistake.,"Okay. Well, first of all, I want to congratulate the Senate on moving forward on providing me the authority to not only strike a smart, progressive, growth-promoting trade deal with some of the countries in the Asia-Pacific region and potentially in Europe as well, but also to give me the tools to enforce those agreements, which haven't always happened in the past.So I want to thank all the Senators who voted to provide that authority, or at least to begin the debate on moving that process forward. Those who didn't vote for it, I want to keep on trying to make the case and provide them the information they need to feel confident that despite the fact that there have been very genuine problems with some trade deals in the past, the approach that we're taking here, I think, is the right one, not just for big U.S. businesses, but also for small U.S. businesses and medium-sized U.S. businesses and, most importantly, ultimately, American workers. I would not be promoting any agreement that I didn't think, at the end of the day, was going to be creating jobs in the United States and giving us more of an opportunity to create ladders of success, higher incomes, and higher wages for the American people, because that's my primary focus. It has been since I came into office.The issue with respect to myself and Elizabeth has never been personal. I mean, I think it's fun for the press to see if we can poke around at it when you see two close allies who have a disagreement on a policy issue. But there are a whole bunch of—some of my best friends in the Senate, as well in the House, some of my earliest supporters who disagree with me on this. And I understand. Because, like me, they came up through the ranks watching plants close, jobs being shipped overseas. Like me, they have concerns about whether labor agreements or environmental agreements with other countries are properly enforced. Like me, they have concerns about whether in fact trade ends up being fair and not just free.And, like me, they have a deep concern about some of the global trends that we've seen and trends that we've seen in our own country in terms of increased inequality and what appears to be the effects of automation and globalization in allowing folks at the very top to do really, really well, but creating stagnation in terms of incomes and wages for middle class families and folks working to get their way into the middle class.So these are folks whose values are completely aligned with mine. I noticed that there was sort of a progressive statement of principles about what it means to be a progressive by some of these friends of mine, and I noted that it was basically my agenda, except for trade. [] Right? That was the one area where there was a significant difference. And this just comes down to a policy difference and an analysis in terms of what we think is best for our people, our constituents.It is my firm belief that, despite the problems of previous trade deals, that we are better off writing high-standard rules with strong, enforceable provisions on things like child labor or deforestation or environmental degradation or wildlife trafficking or intellectual property; we are better off writing those rules for what is going to be the largest, fastest growing market in the world. And if we don't, China will, and other countries will. And our businesses will be disadvantaged, and our workers will ultimately suffer.And in terms of some of the fears of outsourcing of jobs, it is my belief, based on the analysis, that at this point, if there was a company in the United States that was looking for low-cost labor, they have no problem outsourcing it under the current regime. And so what we do have the opportunity to do is to attract back companies to manufacture here in the United States.And we're seeing some of that happen. That's why I went out to Nike. I understand that Nike has been manufacturing shoes with low-cost labor in many of these areas in the Asia-Pacific region and that hurt the American footwear industry in terms of jobs here in the United States. But that happened over the course of the last 30 years. And now, for Nike to announce that because of new technologies, they're potentially bringing 10,000 jobs back here because we've gone up the value chain, we're manufacturing in different ways, that's an opportunity. But we've still got to be able to sell over there to take full advantage of those opportunities.Which is why my argument with my progressive friends is, what we really need to be focusing on to meet the same objectives—the shared objectives—is the kinds of other issues that we all agree on: strong minimum wage, strong job training programs, infrastructure investments that put people back to work, stronger laws to protect collective bargaining and the capability of workers to have a voice, strong enforcement of rules around things like overtime pay, making sure that we have paid sick leave, making sure that we have a honest conversation about our budgets and that we're not slashing investments in the future simply to make sure that we're preserving loopholes for corporations that don't provide any economic benefit.Those are the things that are going to help us address the very problems that they're concerned about. Blocking a trade deal will not, particularly since they're the first ones to acknowledge that the existing trade rules are a bad deal for U.S. workers. If they're not working for us now, how does hanging on to what's going on now help American workers? It doesn't make sense.I'm all for enforcement and the provisions that were signed. I have expressed concerns about how the currency language that is in the bill is drafted. But I have to talk to Senator Schumer and Sherrod Brown and others about how we can work on language that does not end up having a blowback effect on our ability to maintain our own monetary policy.I don't even remember what your other question was. []",Clear Non-Reply,Clear Reply,11,1037,1048,False
