Id,question,interview_answer,clarity_label,Predicted,question_words,answer_words,combined_words,correct
18,Can you definitively say whether or not Kamala Harris is eligible to run as Vice President?,"So I just heard that. I heard it today that she doesn't meet the requirements. And by the way, the lawyer that wrote that piece is a very highly qualified, very talented lawyer. I have no idea if that's right. I would have—I would have assumed the Democrats would have checked that out before she gets chosen to run for Vice President.",Clear Non-Reply,Clear Reply,16,62,78,False
20,Will it end by the time you leave office?,"I hope so. I'm for a sustainable cease-fire. And a definition of a sustainable cease-fire is that Hamas stops firing rockets into Israel. And there will not be a sustainable cease-fire if they continue firing rockets. I happen to believe the choice is Hamas's to make. And we believe that the best way to ensure that there is a sustainable cease-fire is to work with Egypt to stop the smuggling of arms into the Gaza that enables Hamas to continue to fire rockets. And so countries that supply weapons to Hamas have got to stop. And the international community needs to continue to pressure them to stop providing weapons.Hamas, obviously, if they're interested in a sustainable cease-fire, needs to stop arming. And then, of course, countries contingent to the Gaza need to work to stop the smuggling. And it's a difficult task. I mean, there's tunnels and, you know, great opportunities for people who want to continue to try to disrupt democracy to provide the weapons to do so.The second part of your question, please, ma'am?",Ambivalent,Clear Reply,9,176,185,False
21,Concern about doing it before then?,"I think our generals ought to be concerned about making sure there's enough of a presence so that the Provincial elections can be carried off in such a way that democracy advances. But that—I'll wait and hear what they have to say. But yes, I mean, that ought to be a factor in their recommendation to me. I apologize.Do you want to call on somebody? Yup.",Ambivalent,Clear Reply,6,66,72,False
22," Should the American people simply resign themselves to living in a state of perpetual war, even if that war is not the all-out war that we think of in the 20th century?","Okay. That was an interesting question so—first of all, with respect to the State Department, I am concerned. And the challenge that we've got is primarily driven by the changing nature of how information flows. Look, the advent of e-mail and texts and smartphones is just generating enormous amounts of data. Now, it is hugely convenient. It means that in real time I'm getting information that some of my predecessors might not have gotten for weeks.But what it also is doing is creating this massive influx of information on a daily basis, putting enormous pressure on the Department to sort through it, classify it properly, figure out what are the various points of entry because of the cyber-attack risks that these systems have, knowing that our adversaries are constantly trying to hack into these various systems. If you overclassify, then all the advantages of this new information suddenly go away because it's taking too long to process. And so we've been trying to think about this in a smart way. And I think Secretary Kerry has got a range of initiatives to try to get our arms around this. It reflects a larger problem in Government. We just recently, for example—I just recently signed a bill about FOIA requests, Freedom of Information Act requests, that built on a number of reforms that we've put in place. We're processing more Freedom of Information Act requests and doing so faster than ever before. The problem is the volume of requests has skyrocketed. The amount of information that answers the request has multiplied exponentially.So, across Government, you're seeing this problem. And it's a problem in terms of domestic affairs. It becomes an even bigger problem when you're talking about national security issues. So it is something that we're going to have to take care of.With respect to reflections on war, when I came into office, we had 180,000 troops in Iraq and Afghanistan. Today, we have a fraction of that. They are not involved in active combat situations, but are involved in train, advise, and assist situations, other than the direct attacks that we launch against ISIL in conjunction with the Iraq Government and the Syrian Government [partners on the ground in Syria; White House correction.].So, in some ways, Mark, I think you'd recognize that our military operations today in Iraq and Afghanistan are fundamentally different than the wars that we were engaged in when I came into office. But I think you are making an important point, which is when we are dealing with nonstate actors, and those nonstate actors are located in countries with limited capacity, our ultimate goal is to partner with those countries so that they can secure their borders and, themselves, eliminate these terrorist threats.But as we've seen in Afghanistan, for example, that takes some time. The Afghans are fighting. They are much more capable now than they were when I came into office. But they still need support, because it's really tough territory, and it's a really poor country with really low literacy rates and not much experience in things that we take for granted like logistics.And so we have an option of going in, taking out Al aida, pulling out, potentially then seeing a country crumble under the strains of continued terrorist activity or insurgency, and then going back in. Or we can try to maintain a limited partnership that allows them to continue to build their capacity over time and selectively take our own actions against those organizations that we know are trying to attack us or our allies.Because they're nonstate actors, it's very hard for us ever to get the satisfaction of McArthur and the Emperor meeting and a war officially being over. AI was defeated in the sense that we were able to execute a transition to a democratically elected Iraqi Government. But for all of our efforts and the incredible courage and bravery and sacrifice of our troops, the political structure there was still uneven. You had continued Sunni resentments, continued de-Baathification, and as a consequence, those vestiges of AI were able to reconstitute themselves, move into Syria as Syria began to engage in civil war, rebuild, and then come back in.Some have argued that this is the reason why we should have never pulled out of Iraq, or at least, we should have left some larger presence there. Of course, the problem was that we didn't have an Iraqi Government that wanted them, unlike Afghanistan, where we've been invited. And it's very difficult for us to—for me, as Commander in Chief, to want to put our troops in a precarious situation where they're not protected. So I think what we've been trying to do, what I've been trying to do, is to create an architecture, a structure—and it's not there yet—that emphasizes partnerships with countries, emphasizes building up fragile states, resolving internal conflicts wherever we can, trying to do as much as we can through our local partners, preserving the possibility, the necessity to take strikes ourselves against organizations or individuals that we know are trying to kill Americans or Belgians or French or Germans, combine that with much more effective intelligence gathering. But it becomes more of a hybrid approach to national security. And that I do think is probably going to be something that we have to continue to grapple with for years to come.The good news is that there are fewer wars between states than ever before and almost no wars between great powers. And that's a great legacy of leaders in the United States and Europe and Asia, after the cold war—or after the end of World War II that built this international architecture. That's worked. And we should be proud of that and preserve it.But this different kind of low-grade threat, one that's not an existential threat, but can do real damage and real harm to our societies and creates the kind of fear that can cause division and political reactions—we have to do that better. We have to continually refine it.So, for example, the reason that I put out our announcement about the civilian casualties resulting from drone attacks—understanding that there are those who dispute the numbers—what I'm trying to do there is to institutionalize a system where we begin to hold ourselves accountable for this different kind of national security threat and these different kinds of operations.And it's imperfect, still. But I think we can get there. And what I can say honestly is, whether we're talking about how the NSA operates or how drone strikes operate or how we're partnering with other countries or my efforts to close Guantanamo, that by the end of my Presidency—or banning torture—by the end of my Presidency, I feel confident that these efforts will be on a firmer legal footing, more consistent with international law and norms, more reflective of our values and our ethics. But we're going to have more work to do. It's not perfect, and we have to wrestle with these issues all the time.And as Commander in Chief of the most powerful military in the world, I spend a lot of time brooding over these issues. And I'm not satisfied that we've got it perfect yet. I can say honestly, it's better than it was when I came into office.Thank you very much, everybody. Thank you, Poland.",Ambivalent,Clear Reply,32,1224,1256,False
23, Do you want your French Presidency to continue pushing Europe forward?,"Well, it's going to make things more difficult, but when you're a head of state and when the bubble— you take over the Presidency of the Union, if you like easy jobs, then you should step down straightaway.Now, the Irish no is a political reality. It's a fact; it's happened. But the issue is not whether we like or not. It's a fact; we have to live with it. The Irish people said what they had to say, and we have to accept that. Now, having said that, we, with Angela Merkel, believe that we have to continue with the ratification process, because at this stage, 18 European states have ratified the treaty. We have to continue doing so, and that is Gordon Brown's intention, as he explained to me yesterday over the telephone, so that this Irish hiccup not become a major crisis.So, despite that, let's continue to ratify. But at the same time, we have to put our heads together, all of us. It is no coincidence, it is no surprise to a certain extent— in fact, I spoke yesterday with the Irish , the Irish Prime Minister. A lot of Europeans do not understand how we are shaping Europe right now and building Europe, and we have to take account of that. And we have to do so very fast. We have to change our way of building Europe.The idea of a European construct, it was one of the most wonderful ideas that the founding fathers had some half a century ago. We are not allow—we shouldn't sabotage it. But perhaps we should do it differently. Europe was set up to protect, and yet it worries so many Europeans. We can't not take account of this. We have to do so, and we have to do so now. So I have every intention of taking initiatives. I'm thinking, for instance, of a European immigration policy. I'm thinking of a European response to this endless increase in oil prices. It seems to me that we have a duty to be more effective and look at what the daily lives of our citizens—fellow citizens— look like. And I take the Irish no as a call for us to do things differently and do things better.Now, of course, it's not going to simplify the work and the task of the French President—Presidency of the European Union, but—— Olivier [Olivier Knox, Agence France-Presse]. Tossing a bone to somebody who's got a French name. [] Might want to use the mike, Olivier.",Ambivalent,Clear Reply,11,420,431,False
25,Is it true that you are stopping the military exercises with South Korea?,"Yes, we've done exercises for a long period of time, working with South Korea. And we call them war games, and I call them war games. And they're tremendously expensive. The amount of money that we spend on that is incredible. And South Korea contributes, but not a hundred percent, which is certainly a subject that we have to talk to them about also. And that has to do with the military expense and also the trade.So we're doing that. We actually have a new deal with South Korea, in terms of the trade deal, but we have to talk to them. We have to talk to many countries about treating us fairly.But the war games are very expensive. We pay for a big majority of them. We fly in bombers from Guam. I said it—when I first started, I said, Where do the bombers come from? Guam. Nearby. I said: Oh, great, nearby. Where's nearby? Six and a half hours. Six and a half hours, that's a long time for these big massive planes to be flying to South Korea to practice and then drop bombs all over the place and then go back to Guam. I know a lot about airplanes; it's very expensive. And I didn't like it.",Ambivalent,Clear Reply,13,211,224,False
26,Opinion on whether it is a good idea or a mistake.,"Okay. Well, first of all, I want to congratulate the Senate on moving forward on providing me the authority to not only strike a smart, progressive, growth-promoting trade deal with some of the countries in the Asia-Pacific region and potentially in Europe as well, but also to give me the tools to enforce those agreements, which haven't always happened in the past.So I want to thank all the Senators who voted to provide that authority, or at least to begin the debate on moving that process forward. Those who didn't vote for it, I want to keep on trying to make the case and provide them the information they need to feel confident that despite the fact that there have been very genuine problems with some trade deals in the past, the approach that we're taking here, I think, is the right one, not just for big U.S. businesses, but also for small U.S. businesses and medium-sized U.S. businesses and, most importantly, ultimately, American workers. I would not be promoting any agreement that I didn't think, at the end of the day, was going to be creating jobs in the United States and giving us more of an opportunity to create ladders of success, higher incomes, and higher wages for the American people, because that's my primary focus. It has been since I came into office.The issue with respect to myself and Elizabeth has never been personal. I mean, I think it's fun for the press to see if we can poke around at it when you see two close allies who have a disagreement on a policy issue. But there are a whole bunch of—some of my best friends in the Senate, as well in the House, some of my earliest supporters who disagree with me on this. And I understand. Because, like me, they came up through the ranks watching plants close, jobs being shipped overseas. Like me, they have concerns about whether labor agreements or environmental agreements with other countries are properly enforced. Like me, they have concerns about whether in fact trade ends up being fair and not just free.And, like me, they have a deep concern about some of the global trends that we've seen and trends that we've seen in our own country in terms of increased inequality and what appears to be the effects of automation and globalization in allowing folks at the very top to do really, really well, but creating stagnation in terms of incomes and wages for middle class families and folks working to get their way into the middle class.So these are folks whose values are completely aligned with mine. I noticed that there was sort of a progressive statement of principles about what it means to be a progressive by some of these friends of mine, and I noted that it was basically my agenda, except for trade. [] Right? That was the one area where there was a significant difference. And this just comes down to a policy difference and an analysis in terms of what we think is best for our people, our constituents.It is my firm belief that, despite the problems of previous trade deals, that we are better off writing high-standard rules with strong, enforceable provisions on things like child labor or deforestation or environmental degradation or wildlife trafficking or intellectual property; we are better off writing those rules for what is going to be the largest, fastest growing market in the world. And if we don't, China will, and other countries will. And our businesses will be disadvantaged, and our workers will ultimately suffer.And in terms of some of the fears of outsourcing of jobs, it is my belief, based on the analysis, that at this point, if there was a company in the United States that was looking for low-cost labor, they have no problem outsourcing it under the current regime. And so what we do have the opportunity to do is to attract back companies to manufacture here in the United States.And we're seeing some of that happen. That's why I went out to Nike. I understand that Nike has been manufacturing shoes with low-cost labor in many of these areas in the Asia-Pacific region and that hurt the American footwear industry in terms of jobs here in the United States. But that happened over the course of the last 30 years. And now, for Nike to announce that because of new technologies, they're potentially bringing 10,000 jobs back here because we've gone up the value chain, we're manufacturing in different ways, that's an opportunity. But we've still got to be able to sell over there to take full advantage of those opportunities.Which is why my argument with my progressive friends is, what we really need to be focusing on to meet the same objectives—the shared objectives—is the kinds of other issues that we all agree on: strong minimum wage, strong job training programs, infrastructure investments that put people back to work, stronger laws to protect collective bargaining and the capability of workers to have a voice, strong enforcement of rules around things like overtime pay, making sure that we have paid sick leave, making sure that we have a honest conversation about our budgets and that we're not slashing investments in the future simply to make sure that we're preserving loopholes for corporations that don't provide any economic benefit.Those are the things that are going to help us address the very problems that they're concerned about. Blocking a trade deal will not, particularly since they're the first ones to acknowledge that the existing trade rules are a bad deal for U.S. workers. If they're not working for us now, how does hanging on to what's going on now help American workers? It doesn't make sense.I'm all for enforcement and the provisions that were signed. I have expressed concerns about how the currency language that is in the bill is drafted. But I have to talk to Senator Schumer and Sherrod Brown and others about how we can work on language that does not end up having a blowback effect on our ability to maintain our own monetary policy.I don't even remember what your other question was. []",Clear Non-Reply,Clear Reply,11,1037,1048,False
27,Should the Government do more?,"Well, we're constantly analyzing options available to us. My view of the economy is that the fundamentals are strong, that we've had strong growth for a reason: that we're competitive; we got flexible workplace; that we kept taxes low; exports are up.Like many Americans, I'm concerned, and I'm concerned about the fact that Americans see their costs going up. I know Americans are concerned about whether or not their neighbor may stay in their house. And so we're dealing with these issues.On the housing front, I made it clear we're not going to bail out lenders, and we're not going to help speculators. But we will help creditworthy people stay in their homes. And that's what Secretary Paulson has done, along with Secretary Jackson, in putting together what's called the HOPE NOW coalition, which has got lenders and financiers and consumer advocates all working together to develop standards to make it more likely a creditworthy person can refinance their home.See, the difficulty we face in the housing market is that the lender, the person who actually made the note, oftentimes doesn't end up owning the note. That note could be—in the recent past has been bundled and sold as an asset. And so there's no telling who owns the mortgage of the person who wants to renegotiate. And so we're helping deal with the new realities in a way that we believe is going to be effective.Secondly, the Congress can really help by passing a FHA modernization bill. The House passed a bill. The Senate passed a bill. They need to get together when they get back, quickly, and get it to my desk so that it makes it easier for the Federal Government, in this case, to help people refinance their homes.In terms of further stimulation, we'll consider all options. And so we're watching carefully.Let's see here. Baker [Peter Baker, Washington Post].",Ambivalent,Clear Reply,5,313,318,False
28,Concern about the United States losing credibility in the world,"Actually, I am—I want to compliment the intelligence community for their good work. Right after the failure of intelligence in Iraq, we reformed the intel community so that there was a lot of serious considerations of NIEs in a way that would give us confidence. And here's a, I think, a very important product that is a result of the reforms we've put in place. As a matter of fact, the American people should have confidence that the reforms are working and that this work on the intel community is important work.People said, Well, why is it that you can't get exact knowledge quicker? Well, the answer is, is because we're dealing with a regime that is not very transparent, and frankly, we haven't had a very good presence in since 1979. And that's why I instructed the intel community to beef up its intelligence on . So we could have a better sense for what they're thinking and what they're doing. And this product is a result of intelligence reform and, more importantly, the good, hard work of our intelligence community.One of the reasons why this is out in the public arena is because I wanted—and our administration believed that, one, it was important for people to know the facts as we see them; secondly, that members of my administration had been very clear about the weapons program earlier this year. And therefore, it's important for the American people to see that there has been a reevaluation of the ian issue.David [David Gregory, NBC News].",Ambivalent,Clear Reply,10,256,266,False
30,What are the consequences?,"We expect our NATO allies to shoulder the burden necessary to succeed. And to this end, as you know, I've committed 3,200—3,500 additional marines to send a clear signal that we're willing to do our part.I was very pleased to listen to the comments of President Sarkozy, where he indicated his willingness to increase troop presence. Other nations have agreed to step up, including Romania. And so we'll see how it goes. That's what summits are for. Summits are for opportunities for people to make clear their intentions about how they intend to support this very important mission.And obviously, I am grateful for any nation that contributes troops to Afghanistan, as are the Afghan people. And clearly some nations are more capable than others of— in sending troops into combat, into harm's way. We fully understand the politics that prohibit some nations from contributing, but nations need to take this mission seriously because it's in our mutual interests. It's in our interest, of course, to help young democracies survive. But in this case, it's in our interest to help succeed, because we don't want an enemy that has been known to attack people—nations in our alliance—to be able to develop safe haven again, to be able to use a launching pad like Afghanistan to plot, plan, and attack.So this is a vital mission. And it's hard work. It's a tough mission. And our allies have got to understand it's hard. Taking democracy out of the rubble of this—of the Taliban is hard to do, just like it is in Iraq. So the question nations have to ask: Is it worth it? And my answer is, absolutely, it's worth it—and so is the President—it's worth it for our own security, and it's worth it for the cause of peace. Thank you. Regarding Afghanistan, we have a main idea that any lack of success of the NATO in Afghanistan will diminish dramatically the credibility of our organization. And for the time being, the civilized world don't have alternatives to the security than NATO. We have to do everything what we can in order to make a success in our action in Afghanistan: granting democratic development of the country, economic development of the country, security of the country, and eliminating the terrorist risks which are generated by this region. Sure, we have a extremely clear idea if we don't keep the terrorists in Afghanistan. If we will let them free, they'll come in Europe, they'll come in United States. For this reason, we have to win; we have to obtain the victory in Afghanistan.",Ambivalent,Clear Reply,4,431,435,False
