run_id,model_key,strategy,group,group_col,n,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,f1_micro,invalid_rate
qwen-0.8b_few-shot,qwen-0.8b,few-shot,"(75.0, 321.667]",combined_words_bin,10,0.3,0.39999999999999997,0.27777777777777773,0.3055555555555555,0.3416666666666667,0.3,0.0
qwen-0.8b_few-shot,qwen-0.8b,few-shot,"(9.999, 75.0]",combined_words_bin,10,0.4,0.26666666666666666,0.3666666666666667,0.29523809523809524,0.3571428571428571,0.4,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(10.0, 16.667]",question_words_bin,9,0.4444444444444444,0.2833333333333333,0.3666666666666667,0.3111111111111111,0.4074074074074074,0.4444444444444444,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(16.667, 76.0]",question_words_bin,10,0.3,0.19444444444444442,0.3333333333333333,0.24444444444444446,0.22666666666666666,0.3,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(2.999, 10.0]",question_words_bin,11,0.45454545454545453,0.3111111111111111,0.47222222222222215,0.3703703703703704,0.36363636363636365,0.45454545454545453,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(305.0, 1220.0]",answer_words_bin,10,0.3,0.20000000000000004,0.4666666666666666,0.24444444444444446,0.23333333333333334,0.3,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(5.999, 65.667]",answer_words_bin,10,0.4,0.25396825396825395,0.3666666666666667,0.3,0.32999999999999996,0.4,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(65.667, 305.0]",answer_words_bin,10,0.5,0.36507936507936506,0.5,0.3904761904761904,0.40857142857142853,0.5,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(321.667, 1246.0]",combined_words_bin,10,0.3,0.20000000000000004,0.4666666666666666,0.24444444444444446,0.23333333333333334,0.3,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(75.0, 321.667]",combined_words_bin,10,0.5,0.36507936507936506,0.5,0.3904761904761904,0.40857142857142853,0.5,0.0
qwen-0.8b_cot,qwen-0.8b,cot,"(9.999, 75.0]",combined_words_bin,10,0.4,0.25396825396825395,0.3666666666666667,0.3,0.32999999999999996,0.4,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(10.0, 16.667]",question_words_bin,9,0.4444444444444444,0.27777777777777773,0.3666666666666667,0.3151515151515151,0.39191919191919194,0.4444444444444444,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(16.667, 76.0]",question_words_bin,10,0.2,0.17777777777777778,0.25,0.19047619047619047,0.17142857142857143,0.2,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(2.999, 10.0]",question_words_bin,11,0.5454545454545454,0.4583333333333333,0.5833333333333334,0.4675324675324675,0.4604486422668241,0.5454545454545454,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(305.0, 1220.0]",answer_words_bin,10,0.3,0.2222222222222222,0.4666666666666666,0.24338624338624337,0.2507936507936508,0.3,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(5.999, 65.667]",answer_words_bin,10,0.5,0.3333333333333333,0.43333333333333335,0.3717948717948718,0.4076923076923077,0.5,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(65.667, 305.0]",answer_words_bin,10,0.4,0.35555555555555557,0.38888888888888884,0.3703703703703704,0.37777777777777777,0.4,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(321.667, 1246.0]",combined_words_bin,10,0.3,0.2222222222222222,0.4666666666666666,0.24338624338624337,0.2507936507936508,0.3,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(75.0, 321.667]",combined_words_bin,10,0.4,0.35555555555555557,0.38888888888888884,0.3703703703703704,0.37777777777777777,0.4,0.0
qwen-0.8b_self-check,qwen-0.8b,self-check,"(9.999, 75.0]",combined_words_bin,10,0.5,0.3333333333333333,0.43333333333333335,0.3717948717948718,0.4076923076923077,0.5,0.0
